File,Point,Meaning,Example Answers,Funder,DMP Section,DMP Question
doc_metadata,8. What documentation will be provided to enable understanding and reuse of data collected/generated in this project?,"Describe what documentation will be provided for the public when sharing your datasets. Documentation, containing metadata and additional information, should allow anyone to fully understand the content of the datasets. As metadata, documentation can contain general information about the overall study/project level (such as authors, aims, date etc) and/or structured description at the individual data point or observation level (such as variables names and relation between files).

Check if the repositories of your choice allow upload of documents or README file as an attachment to datasets, or if you have to use pre-defined fields.","* In ArrayExpress ""Protocols"" section, we will explain the file naming convention, column names for tabular data, performed calculations, materials and methods. Identifier of the associated open access article describing materials and methods will be provided.
* In Github, each well-annotated script will have a README.txt file containing all metadata and the following additional information: version, how to use the script, [etc...].
* In Zenodo, metadata and additional information will be provided in the ""Description"" section. Metadata about each data entry will be provided as structured machine readable .csv file in attachment.",BELSPO,Documentation and metadata,What documentation will be provided to enable understanding and reuse of data collected/generated in this project?
doc_metadata,8. What documentation will be provided to enable understanding and reuse of data collected/generated in this project?,"Describe what documentation will be provided for the public when sharing your datasets. Documentation, containing metadata and additional information, should allow anyone to fully understand the content of the datasets. As metadata, documentation can contain general information about the overall study/project level (such as authors, aims, date etc) and/or structured description at the individual data point or observation level (such as variables names and relation between files).

Check if the repositories of your choice allow upload of documents or README file as an attachment to datasets, or if you have to use pre-defined fields.","* In ArrayExpress ""Protocols"" section, we will explain the file naming convention, column names for tabular data, performed calculations, materials and methods. Identifier of the associated open access article describing materials and methods will be provided.
* In Github, each well-annotated script will have a README.txt file containing all metadata and the following additional information: version, how to use the script, [etc...].
* In Zenodo, metadata and additional information will be provided in the ""Description"" section. Metadata about each data entry will be provided as structured machine readable .csv file in attachment.",H2020,"Making data findable, including provisions for metadata",Outline naming conventions used. Outline the approach towards search keyword. Outline the approach for clear versioning.
doc_metadata,8. What documentation will be provided to enable understanding and reuse of data collected/generated in this project?,"Describe what documentation will be provided for the public when sharing your datasets. Documentation, containing metadata and additional information, should allow anyone to fully understand the content of the datasets. As metadata, documentation can contain general information about the overall study/project level (such as authors, aims, date etc) and/or structured description at the individual data point or observation level (such as variables names and relation between files).

Check if the repositories of your choice allow upload of documents or README file as an attachment to datasets, or if you have to use pre-defined fields.","* In ArrayExpress ""Protocols"" section, we will explain the file naming convention, column names for tabular data, performed calculations, materials and methods. Identifier of the associated open access article describing materials and methods will be provided.
* In Github, each well-annotated script will have a README.txt file containing all metadata and the following additional information: version, how to use the script, [etc...].
* In Zenodo, metadata and additional information will be provided in the ""Description"" section. Metadata about each data entry will be provided as structured machine readable .csv file in attachment.",HorizonEurope,Increase data reuse,"How will you provide documentation needed to validate data analysis and facilitate data re-use (e.g. readme files with information on methodology, codebooks, data cleaning, analyses, variable definitions, units of measurement, etc.)?"
doc_metadata,8. What documentation will be provided to enable understanding and reuse of data collected/generated in this project?,"Describe what documentation will be provided for the public when sharing your datasets. Documentation, containing metadata and additional information, should allow anyone to fully understand the content of the datasets. As metadata, documentation can contain general information about the overall study/project level (such as authors, aims, date etc) and/or structured description at the individual data point or observation level (such as variables names and relation between files).

Check if the repositories of your choice allow upload of documents or README file as an attachment to datasets, or if you have to use pre-defined fields.","* In ArrayExpress ""Protocols"" section, we will explain the file naming convention, column names for tabular data, performed calculations, materials and methods. Identifier of the associated open access article describing materials and methods will be provided.
* In Github, each well-annotated script will have a README.txt file containing all metadata and the following additional information: version, how to use the script, [etc...].
* In Zenodo, metadata and additional information will be provided in the ""Description"" section. Metadata about each data entry will be provided as structured machine readable .csv file in attachment.",ScienceEurope,2a. What metadata and documentation (for example the methodology of data collection and way of organising data) will accompany the data?,"â€¢ Indicate how the data will be organised during the project, mentioning for example conventions, version control, and folder structures. Consistent, well-ordered research data will be easier to find, understand, and re-use. â€¢ Consider what other documentation is needed to enable re-use. This may include information on the methodology used to collect the data, analytical and procedural information, definitions of variables, units of measurement, and so on. â€¢ Consider how this information will be captured and where it will be recorded (for example in a database with links to each item, a â€˜readmeâ€™ text file, file headers, code books, or lab notebooks)."
costs_sharing_reuse,"1. What are the estimated costs for making data more FAIR (Findable, Accessible, Interoperable, Reusable)?","Possible costs of making data more FAIR could be due to payment for tools or experts in order to:

* make this DMP
* acquire or transcribe or clean existing data
* harmonise file naming and organisation of folders in your project
* adopt open and standard file formats
* make your metadata and dataset machine readable
* implement metadata schemas and ontologies in your project
* draft consent form for data sharing and/or apply licence
* curate documentation about datasets
* create DOIs/PIs
* guarantee data security and/or transfer data across sites
* comply with legal requirements

(for costs about data storage, backup, archiving and data sharing, see next questions).","* Making data more FAIR will not have any cost, because we will use open source ELN, open source resources and software for data management and analysis during the project (DMPonline, OSF, FAIRDOMHub, UseGalaxy.be, R, GitHub).
* Making data more FAIR will not have any cost, because we will use recommended open source software and resources for data management. A common system for organisation of folders/files and curation of documentation has been implemented by the lab manager.
* Costs of data compliance consultancy will be approximately Xâ‚¬.",H2020,Allocation of resources,Estimate the costs for making your data FAIR. Describe how you intend to cover these costs
costs_sharing_reuse,"1. What are the estimated costs for making data more FAIR (Findable, Accessible, Interoperable, Reusable)?","Possible costs of making data more FAIR could be due to payment for tools or experts in order to:

* make this DMP
* acquire or transcribe or clean existing data
* harmonise file naming and organisation of folders in your project
* adopt open and standard file formats
* make your metadata and dataset machine readable
* implement metadata schemas and ontologies in your project
* draft consent form for data sharing and/or apply licence
* curate documentation about datasets
* create DOIs/PIs
* guarantee data security and/or transfer data across sites
* comply with legal requirements

(for costs about data storage, backup, archiving and data sharing, see next questions).","* Making data more FAIR will not have any cost, because we will use open source ELN, open source resources and software for data management and analysis during the project (DMPonline, OSF, FAIRDOMHub, UseGalaxy.be, R, GitHub).
* Making data more FAIR will not have any cost, because we will use recommended open source software and resources for data management. A common system for organisation of folders/files and curation of documentation has been implemented by the lab manager.
* Costs of data compliance consultancy will be approximately Xâ‚¬.",HorizonEurope,Allocation of resources,"What will the costs be for making data or other research outputs FAIR in your project (e.g. direct and indirect costs related to storage, archiving, re-use, security, etc.)?"
costs_sharing_reuse,"1. What are the estimated costs for making data more FAIR (Findable, Accessible, Interoperable, Reusable)?","Possible costs of making data more FAIR could be due to payment for tools or experts in order to:

* make this DMP
* acquire or transcribe or clean existing data
* harmonise file naming and organisation of folders in your project
* adopt open and standard file formats
* make your metadata and dataset machine readable
* implement metadata schemas and ontologies in your project
* draft consent form for data sharing and/or apply licence
* curate documentation about datasets
* create DOIs/PIs
* guarantee data security and/or transfer data across sites
* comply with legal requirements

(for costs about data storage, backup, archiving and data sharing, see next questions).","* Making data more FAIR will not have any cost, because we will use open source ELN, open source resources and software for data management and analysis during the project (DMPonline, OSF, FAIRDOMHub, UseGalaxy.be, R, GitHub).
* Making data more FAIR will not have any cost, because we will use recommended open source software and resources for data management. A common system for organisation of folders/files and curation of documentation has been implemented by the lab manager.
* Costs of data compliance consultancy will be approximately Xâ‚¬.",ScienceEurope,"6b. What resources (for example financial and time) will be dedicated to data management and ensuring that data will be FAIR (Findable, Accessible, Interoperable, Re-usable)?","Explain how the **necessary resources (for example time) to prepare the data for sharing/preservation (data curation) have been costed in**. Carefully consider and justify any resources needed to deliver the data. These may include storage costs, hardware, staff time, costs of preparing data for deposit, and repository charges."
costs_sharing_reuse,2. How will these costs (for making data FAIR) be covered?,Check what costs are eligible as part of the grant.,"* No costs expected.
* These costs will be covered by [X] funding.",H2020,Allocation of resources,Estimate the costs for making your data FAIR. Describe how you intend to cover these costs
costs_sharing_reuse,2. How will these costs (for making data FAIR) be covered?,Check what costs are eligible as part of the grant.,"* No costs expected.
* These costs will be covered by [X] funding.",HorizonEurope,Allocation of resources,"What will the costs be for making data or other research outputs FAIR in your project (e.g. direct and indirect costs related to storage, archiving, re-use, security, etc.)?"
costs_sharing_reuse,2. How will these costs (for making data FAIR) be covered?,Check what costs are eligible as part of the grant.,"* No costs expected.
* These costs will be covered by [X] funding.",ScienceEurope,"6b. What resources (for example financial and time) will be dedicated to data management and ensuring that data will be FAIR (Findable, Accessible, Interoperable, Re-usable)?","Explain how the **necessary resources (for example time) to prepare the data for sharing/preservation (data curation) have been costed in**. Carefully consider and justify any resources needed to deliver the data. These may include storage costs, hardware, staff time, costs of preparing data for deposit, and repository charges."
costs_sharing_reuse,3. What are the expected costs for data sharing and reuse?,"Possible costs for data sharing and reuse:

* fee to publish data in repositories
* fee to transfer data
* paying an expert for support about licensing

<!---",,FWO,Data sharing and reuse,What are the expected costs for data sharing? How will these costs be covered?
costs_sharing_reuse,3. What are the expected costs for data sharing and reuse?,"Possible costs for data sharing and reuse:

* fee to publish data in repositories
* fee to transfer data
* paying an expert for support about licensing

<!---",,BELSPO,Data sharing and reuse,What are the expected costs for data sharing? How will these costs be covered?
costs_sharing_reuse,3. What are the expected costs for data sharing and reuse?,"Possible costs for data sharing and reuse:

* fee to publish data in repositories
* fee to transfer data
* paying an expert for support about licensing

<!---",,ERC,Allocation of resources and data security,Estimated costs for making the project data open access
costs_sharing_reuse,3. What are the expected costs for data sharing and reuse?,"Possible costs for data sharing and reuse:

* fee to publish data in repositories
* fee to transfer data
* paying an expert for support about licensing

<!---",,H2020,Allocation of resources,Estimate the costs for making your data FAIR. Describe how you intend to cover these costs
costs_sharing_reuse,3. What are the expected costs for data sharing and reuse?,"Possible costs for data sharing and reuse:

* fee to publish data in repositories
* fee to transfer data
* paying an expert for support about licensing

<!---",,HorizonEurope,Allocation of resources,"What will the costs be for making data or other research outputs FAIR in your project (e.g. **direct** and indirect costs related to storage, archiving, re-use, security, etc.)?"
costs_sharing_reuse,3. What are the expected costs for data sharing and reuse?,"Possible costs for data sharing and reuse:

* fee to publish data in repositories
* fee to transfer data
* paying an expert for support about licensing

<!---",,ScienceEurope,"6b. What resources (for example financial and time) will be dedicated to data management and ensuring that data will be FAIR (Findable, Accessible, Interoperable, Re-usable)?","Indicate whether additional **resources will be needed to prepare data for deposit or to meet any charges from data repositories**. If yes, explain how much is needed and how such costs will be covered."
costs_sharing_reuse,4. How will these costs (for data sharing and reuse) be covered?,Check what costs are eligible as part of the grant.,"* No costs expected.
* These costs will be covered by [X] funding.",FWO,Data sharing and reuse,What are the expected costs for data sharing? How will these costs be covered?
costs_sharing_reuse,4. How will these costs (for data sharing and reuse) be covered?,Check what costs are eligible as part of the grant.,"* No costs expected.
* These costs will be covered by [X] funding.",BELSPO,Data sharing and reuse,What are the expected costs for data sharing? How will these costs be covered?
costs_sharing_reuse,4. How will these costs (for data sharing and reuse) be covered?,Check what costs are eligible as part of the grant.,"* No costs expected.
* These costs will be covered by [X] funding.",ERC,Allocation of resources and data security,Estimated costs for making the project data open access
costs_sharing_reuse,4. How will these costs (for data sharing and reuse) be covered?,Check what costs are eligible as part of the grant.,"* No costs expected.
* These costs will be covered by [X] funding.",H2020,Allocation of resources,Estimate the costs for making your data FAIR. Describe how you intend to cover these costs
costs_sharing_reuse,4. How will these costs (for data sharing and reuse) be covered?,Check what costs are eligible as part of the grant.,"* No costs expected.
* These costs will be covered by [X] funding.",HorizonEurope,Allocation of resources,How will these be covered? Note that costs related to research data/output management are eligible as part of the Horizon Europe grant (if compliant with the Grant Agreement conditions)
costs_sharing_reuse,4. How will these costs (for data sharing and reuse) be covered?,Check what costs are eligible as part of the grant.,"* No costs expected.
* These costs will be covered by [X] funding.",ScienceEurope,"6b. What resources (for example financial and time) will be dedicated to data management and ensuring that data will be FAIR (Findable, Accessible, Interoperable, Re-usable)?","Indicate whether additional resources will be needed to prepare data for deposit or to meet any charges from data repositories. If yes, explain how much is needed and **how such costs will be covered**."
storage_during,1. Where will the data be stored during the project?,"Check the storage services available in your Institute or department with the IT Team or on the website.

List data storage system for every type of data: big or small digital file; files generated with external or internal collaborators; files containg personal or not-personal data.","* On [platform type], hosted [by].
* Small digital file containing confidential data will be stored on secure network drive [X], hosted and maintained by university ICT department.
* Big digital file [>XXX GB], on external cloud platform [X], contracted by our research department.
* On Sharepoint of our collaborator at [X] institute.",FWO,Data storage and backup during the project,Where will the data be stored?
storage_during,1. Where will the data be stored during the project?,"Check the storage services available in your Institute or department with the IT Team or on the website.

List data storage system for every type of data: big or small digital file; files generated with external or internal collaborators; files containg personal or not-personal data.","* On [platform type], hosted [by].
* Small digital file containing confidential data will be stored on secure network drive [X], hosted and maintained by university ICT department.
* Big digital file [>XXX GB], on external cloud platform [X], contracted by our research department.
* On Sharepoint of our collaborator at [X] institute.",BELSPO,Data storage and backup during the project,Where will the data be stored?
storage_during,1. Where will the data be stored during the project?,"Check the storage services available in your Institute or department with the IT Team or on the website.

List data storage system for every type of data: big or small digital file; files generated with external or internal collaborators; files containg personal or not-personal data.","* On [platform type], hosted [by].
* Small digital file containing confidential data will be stored on secure network drive [X], hosted and maintained by university ICT department.
* Big digital file [>XXX GB], on external cloud platform [X], contracted by our research department.
* On Sharepoint of our collaborator at [X] institute.",ERC,Allocation of resources and data security,Procedure for data backup and recovery
storage_during,1. Where will the data be stored during the project?,"Check the storage services available in your Institute or department with the IT Team or on the website.

List data storage system for every type of data: big or small digital file; files generated with external or internal collaborators; files containg personal or not-personal data.","* On [platform type], hosted [by].
* Small digital file containing confidential data will be stored on secure network drive [X], hosted and maintained by university ICT department.
* Big digital file [>XXX GB], on external cloud platform [X], contracted by our research department.
* On Sharepoint of our collaborator at [X] institute.",H2020,Data security,Address data recovery as well as secure storage and transfer of sensitive data
storage_during,1. Where will the data be stored during the project?,"Check the storage services available in your Institute or department with the IT Team or on the website.

List data storage system for every type of data: big or small digital file; files generated with external or internal collaborators; files containg personal or not-personal data.","* On [platform type], hosted [by].
* Small digital file containing confidential data will be stored on secure network drive [X], hosted and maintained by university ICT department.
* Big digital file [>XXX GB], on external cloud platform [X], contracted by our research department.
* On Sharepoint of our collaborator at [X] institute.",HorizonEurope,Allocation of resources,"What will the costs be for making data or other research outputs FAIR in your project (e.g. direct and indirect costs related to storage, archiving, re-use, security, etc.)?"
storage_during,1. Where will the data be stored during the project?,"Check the storage services available in your Institute or department with the IT Team or on the website.

List data storage system for every type of data: big or small digital file; files generated with external or internal collaborators; files containg personal or not-personal data.","* On [platform type], hosted [by].
* Small digital file containing confidential data will be stored on secure network drive [X], hosted and maintained by university ICT department.
* Big digital file [>XXX GB], on external cloud platform [X], contracted by our research department.
* On Sharepoint of our collaborator at [X] institute.",ScienceEurope,3a. How will data and metadata be stored and backed up during the research?,Describe where the data will be stored and backed up during research activities and how often the backup will be performed. It is recommended to store data in least at two separate locations.
storage_during,2. What is the backup strategy?,Check the website or ask the IT Team of your department or Institute for information about the data backup system.,"* On the shares, â€˜snapshotsâ€™ of the data are made every [X] hours. Snapshots allow you to retrieve (older versions of) files.",FWO,Data storage and backup during the project,How will the data be backed up?
storage_during,2. What is the backup strategy?,Check the website or ask the IT Team of your department or Institute for information about the data backup system.,"* On the shares, â€˜snapshotsâ€™ of the data are made every [X] hours. Snapshots allow you to retrieve (older versions of) files.",BELSPO,Data storage and backup during the project,How will the data be backed up?
storage_during,2. What is the backup strategy?,Check the website or ask the IT Team of your department or Institute for information about the data backup system.,"* On the shares, â€˜snapshotsâ€™ of the data are made every [X] hours. Snapshots allow you to retrieve (older versions of) files.",ERC,Allocation of resources and data security,Procedure for data backup and recovery
storage_during,2. What is the backup strategy?,Check the website or ask the IT Team of your department or Institute for information about the data backup system.,"* On the shares, â€˜snapshotsâ€™ of the data are made every [X] hours. Snapshots allow you to retrieve (older versions of) files.",H2020,Data security,Address data recovery as well as secure storage and transfer of sensitive data
storage_during,2. What is the backup strategy?,Check the website or ask the IT Team of your department or Institute for information about the data backup system.,"* On the shares, â€˜snapshotsâ€™ of the data are made every [X] hours. Snapshots allow you to retrieve (older versions of) files.",HorizonEurope,Allocation of resources,"What will the costs be for making data or other research outputs FAIR in your project (e.g. direct and indirect costs related to storage, archiving, re-use, security, etc.)?"
storage_during,2. What is the backup strategy?,Check the website or ask the IT Team of your department or Institute for information about the data backup system.,"* On the shares, â€˜snapshotsâ€™ of the data are made every [X] hours. Snapshots allow you to retrieve (older versions of) files.",ScienceEurope,3a. How will data and metadata be stored and backed up during the research?,"Describe where the data will be stored and backed up during research activities and how often the backup will be performed. It is recommended to store data in least at two separate locations. Give preference to the use of robust, managed storage with automatic backup, such as provided by IT support services of the home institution. Storing data on laptops, stand-alone hard drives, or external storage devices such as USB sticks is not recommended."
storage_during,"3. Is there currently sufficient storage & backup capacity during the project? If yes, specify concisely. If no or insufficient storage or backup capacities are available, then explain how this will be taken care of.","Check the website or ask the IT Team of your department or Institute for information about storage and backup capacity available for your project.

Briefly explain how storage and backup for the data will be guaranteed.",":
* Storage is allocated in a project based manner (according to estimated volumes of data generation and analysis); sufficient storage capacity will be ensured for the project at [Institute Name].",FWO,Data storage and backup during the project,"Is there currently sufficient storage & backup capacity during the project? If yes, specify concisely. If no or insufficient storage or backup capacities are available, then explain how this will be taken care of."
storage_during,"3. Is there currently sufficient storage & backup capacity during the project? If yes, specify concisely. If no or insufficient storage or backup capacities are available, then explain how this will be taken care of.","Check the website or ask the IT Team of your department or Institute for information about storage and backup capacity available for your project.

Briefly explain how storage and backup for the data will be guaranteed.",":
* Storage is allocated in a project based manner (according to estimated volumes of data generation and analysis); sufficient storage capacity will be ensured for the project at [Institute Name].",BELSPO,Data storage and backup during the project,"Is there currently sufficient storage & backup capacity during the project? If yes, specify concisely. If no or insufficient storage or backup capacities are available, then explain how this will be taken care of."
storage_during,4. What are the expected costs for data storage and backup during the project?,"Specify the costs charged to your research team.

Multiply the cost in â‚¬/TB/Year, by the number of years and the volume of data which you are going to generate (as specified in the section about data volume).",* 4 years storage and backup for this project will cost about 2000â‚¬.,FWO,Data storage and backup during the project,What are the expected costs for data storage and backup during the project?
storage_during,4. What are the expected costs for data storage and backup during the project?,"Specify the costs charged to your research team.

Multiply the cost in â‚¬/TB/Year, by the number of years and the volume of data which you are going to generate (as specified in the section about data volume).",* 4 years storage and backup for this project will cost about 2000â‚¬.,BELSPO,Data storage and backup during the project,What are the expected costs for data storage and backup during the project?
storage_during,4. What are the expected costs for data storage and backup during the project?,"Specify the costs charged to your research team.

Multiply the cost in â‚¬/TB/Year, by the number of years and the volume of data which you are going to generate (as specified in the section about data volume).",* 4 years storage and backup for this project will cost about 2000â‚¬.,ERC,Allocation of resources and data security,Procedure for data backup and recovery
storage_during,4. What are the expected costs for data storage and backup during the project?,"Specify the costs charged to your research team.

Multiply the cost in â‚¬/TB/Year, by the number of years and the volume of data which you are going to generate (as specified in the section about data volume).",* 4 years storage and backup for this project will cost about 2000â‚¬.,H2020,Data security,Address data recovery as well as secure storage and transfer of sensitive data
storage_during,4. What are the expected costs for data storage and backup during the project?,"Specify the costs charged to your research team.

Multiply the cost in â‚¬/TB/Year, by the number of years and the volume of data which you are going to generate (as specified in the section about data volume).",* 4 years storage and backup for this project will cost about 2000â‚¬.,HorizonEurope,Allocation of resources,"What will the costs be for making data or other research outputs FAIR in your project (e.g. direct and indirect costs related to storage, archiving, re-use, security, etc.)?"
storage_during,4. What are the expected costs for data storage and backup during the project?,"Specify the costs charged to your research team.

Multiply the cost in â‚¬/TB/Year, by the number of years and the volume of data which you are going to generate (as specified in the section about data volume).",* 4 years storage and backup for this project will cost about 2000â‚¬.,ScienceEurope,"6b. What resources (for example financial and time) will be dedicated to data management and ensuring that data will be FAIR (Findable, Accessible, Interoperable, Re-usable)?","Explain how the necessary resources (for example time) to prepare the data for sharing/preservation (data curation) have been costed in. Carefully consider and justify any resources needed to deliver the data. These may include **storage costs, hardware**, staff time, costs of preparing data for deposit, and repository charges."
storage_during,5. How will these costs (for data storage and backup during the project) be covered?,Check possible funding for covering data storage costs.,* Costs for data storage and backup during the project will be covered by [X] funding.,FWO,Data storage and backup during the project,How will these costs be covered?
storage_during,5. How will these costs (for data storage and backup during the project) be covered?,Check possible funding for covering data storage costs.,* Costs for data storage and backup during the project will be covered by [X] funding.,BELSPO,Data storage and backup during the project,How will these costs be covered?
storage_during,5. How will these costs (for data storage and backup during the project) be covered?,Check possible funding for covering data storage costs.,* Costs for data storage and backup during the project will be covered by [X] funding.,ERC,Allocation of resources and data security,Procedure for data backup and recovery
storage_during,5. How will these costs (for data storage and backup during the project) be covered?,Check possible funding for covering data storage costs.,* Costs for data storage and backup during the project will be covered by [X] funding.,H2020,Data security,Address data recovery as well as secure storage and transfer of sensitive data
storage_during,5. How will these costs (for data storage and backup during the project) be covered?,Check possible funding for covering data storage costs.,* Costs for data storage and backup during the project will be covered by [X] funding.,HorizonEurope,Allocation of resources,How will these be covered? Note that costs related to research data/output management are eligible as part of the Horizon Europe grant (if compliant with the Grant Agreement conditions)
storage_during,5. How will these costs (for data storage and backup during the project) be covered?,Check possible funding for covering data storage costs.,* Costs for data storage and backup during the project will be covered by [X] funding.,ScienceEurope,"6b. What resources (for example financial and time) will be dedicated to data management and ensuring that data will be FAIR (Findable, Accessible, Interoperable, Re-usable)?","Explain how the necessary resources (for example time) to prepare the data for sharing/preservation (data curation) have been costed in. Carefully consider and justify any resources needed to deliver the data. These may include storage costs, hardware, staff time, costs of preparing data for deposit, and repository charges."
storage_during,"6. Data security: how will you ensure that the data are securely stored (not accessed or modified by unauthorised persons), especially for sensitive data.","Check the website or ask the IT Team in your department or Institution for information about the data security system.

For personal/sensitive data, specify how the system complies to legal requirements and refer to the GDPR section.","* My laptop will be password-protected. The internal external hard drive (for backups) will be encrypted using [Encryption system name] (as suggested by IT). Files holding personal data will also be encrypted with password-protection. Read-only permissions will be implemented for raw data files on the Network Shared Drive so that they cannot be edited. Files containing personal data will be stored in access-controlled folders on the university network drive to protect privacy.
* Data will be handled in accordance with university information security guidelines, involving measures proportionate to their nature and the risks involved. Lab computers and external drives will be password-protected, and the rooms in which they are kept will be locked when no lab members are present. Security upgrades to operating systems will be regularly performed. Read-only permissions will be implemented for raw data files so that they cannot be edited.",FWO,Data storage and backup during the project,"Data security: how will you ensure that the data are securely stored (not accessed or modified by unauthorized persons), especially for senstive data."
storage_during,"6. Data security: how will you ensure that the data are securely stored (not accessed or modified by unauthorised persons), especially for sensitive data.","Check the website or ask the IT Team in your department or Institution for information about the data security system.

For personal/sensitive data, specify how the system complies to legal requirements and refer to the GDPR section.","* My laptop will be password-protected. The internal external hard drive (for backups) will be encrypted using [Encryption system name] (as suggested by IT). Files holding personal data will also be encrypted with password-protection. Read-only permissions will be implemented for raw data files on the Network Shared Drive so that they cannot be edited. Files containing personal data will be stored in access-controlled folders on the university network drive to protect privacy.
* Data will be handled in accordance with university information security guidelines, involving measures proportionate to their nature and the risks involved. Lab computers and external drives will be password-protected, and the rooms in which they are kept will be locked when no lab members are present. Security upgrades to operating systems will be regularly performed. Read-only permissions will be implemented for raw data files so that they cannot be edited.",BELSPO,Data storage and backup during the project,Data security: how will you ensure that the data are securely stored and not accessed or modified by unauthorized persons?
storage_during,"6. Data security: how will you ensure that the data are securely stored (not accessed or modified by unauthorised persons), especially for sensitive data.","Check the website or ask the IT Team in your department or Institution for information about the data security system.

For personal/sensitive data, specify how the system complies to legal requirements and refer to the GDPR section.","* My laptop will be password-protected. The internal external hard drive (for backups) will be encrypted using [Encryption system name] (as suggested by IT). Files holding personal data will also be encrypted with password-protection. Read-only permissions will be implemented for raw data files on the Network Shared Drive so that they cannot be edited. Files containing personal data will be stored in access-controlled folders on the university network drive to protect privacy.
* Data will be handled in accordance with university information security guidelines, involving measures proportionate to their nature and the risks involved. Lab computers and external drives will be password-protected, and the rooms in which they are kept will be locked when no lab members are present. Security upgrades to operating systems will be regularly performed. Read-only permissions will be implemented for raw data files so that they cannot be edited.",ERC,Allocation of resources and data security,Procedure for data backup and recovery
storage_during,"6. Data security: how will you ensure that the data are securely stored (not accessed or modified by unauthorised persons), especially for sensitive data.","Check the website or ask the IT Team in your department or Institution for information about the data security system.

For personal/sensitive data, specify how the system complies to legal requirements and refer to the GDPR section.","* My laptop will be password-protected. The internal external hard drive (for backups) will be encrypted using [Encryption system name] (as suggested by IT). Files holding personal data will also be encrypted with password-protection. Read-only permissions will be implemented for raw data files on the Network Shared Drive so that they cannot be edited. Files containing personal data will be stored in access-controlled folders on the university network drive to protect privacy.
* Data will be handled in accordance with university information security guidelines, involving measures proportionate to their nature and the risks involved. Lab computers and external drives will be password-protected, and the rooms in which they are kept will be locked when no lab members are present. Security upgrades to operating systems will be regularly performed. Read-only permissions will be implemented for raw data files so that they cannot be edited.",H2020,Data security,Address data recovery as well as secure storage and transfer of sensitive data
storage_during,"6. Data security: how will you ensure that the data are securely stored (not accessed or modified by unauthorised persons), especially for sensitive data.","Check the website or ask the IT Team in your department or Institution for information about the data security system.

For personal/sensitive data, specify how the system complies to legal requirements and refer to the GDPR section.","* My laptop will be password-protected. The internal external hard drive (for backups) will be encrypted using [Encryption system name] (as suggested by IT). Files holding personal data will also be encrypted with password-protection. Read-only permissions will be implemented for raw data files on the Network Shared Drive so that they cannot be edited. Files containing personal data will be stored in access-controlled folders on the university network drive to protect privacy.
* Data will be handled in accordance with university information security guidelines, involving measures proportionate to their nature and the risks involved. Lab computers and external drives will be password-protected, and the rooms in which they are kept will be locked when no lab members are present. Security upgrades to operating systems will be regularly performed. Read-only permissions will be implemented for raw data files so that they cannot be edited.",HorizonEurope,Data security,What provisions are or will be in place for data security (including data recovery as well as secure storage/archiving and transfer of sensitive data)?
storage_during,"6. Data security: how will you ensure that the data are securely stored (not accessed or modified by unauthorised persons), especially for sensitive data.","Check the website or ask the IT Team in your department or Institution for information about the data security system.

For personal/sensitive data, specify how the system complies to legal requirements and refer to the GDPR section.","* My laptop will be password-protected. The internal external hard drive (for backups) will be encrypted using [Encryption system name] (as suggested by IT). Files holding personal data will also be encrypted with password-protection. Read-only permissions will be implemented for raw data files on the Network Shared Drive so that they cannot be edited. Files containing personal data will be stored in access-controlled folders on the university network drive to protect privacy.
* Data will be handled in accordance with university information security guidelines, involving measures proportionate to their nature and the risks involved. Lab computers and external drives will be password-protected, and the rooms in which they are kept will be locked when no lab members are present. Security upgrades to operating systems will be regularly performed. Read-only permissions will be implemented for raw data files so that they cannot be edited.",ScienceEurope,3b. How will data security and protection of sensitive data be taken care of during the research?,"â€¢ Explain how the data will be recovered in the event of an incident. â€¢ Explain who will have access to the data during the research and how access to data is controlled, especially in collaborative partnerships. â€¢ Consider data protection, particularly if your data is sensitive for example containing personal data, politically sensitive information, or trade secrets. Describe the main risks and how these will be managed. â€¢ Explain which institutional data protection policies are in place."
long_term,"1. List which datasets will be preserved or not for some years after the end of the project and explain why (legal, contractual restrictions etc..).","Every funder or institution might requires to preserve the data, after the end of the project, for different number of years. Check requirements of your funder or institute about data preservation after the project.","* All the generated datasets will be stored for long term.
* All relevant data for reuse and experiment replicability will be preserved for 10 years after the end of the project.
* Dataset [Name] will be deleted after [X] years because of the following [contractual, legal, ethical...] reasons: [explain].",FWO,Data preservation after the end of the project,"Which data will be retained for the expected 5 year period after the end of the project? In case only a selection of the data can/will be preserved, clearly state the reasons for this (legal or contractual restrictions, physical preservation issues, â€¦)"
long_term,"1. List which datasets will be preserved or not for some years after the end of the project and explain why (legal, contractual restrictions etc..).","Every funder or institution might requires to preserve the data, after the end of the project, for different number of years. Check requirements of your funder or institute about data preservation after the project.","* All the generated datasets will be stored for long term.
* All relevant data for reuse and experiment replicability will be preserved for 10 years after the end of the project.
* Dataset [Name] will be deleted after [X] years because of the following [contractual, legal, ethical...] reasons: [explain].",BELSPO,Data preservation after the end of the project,"In case only a selection of the data can/will be preserved, clearly state the reasons for this (legal or contractual restrictions, physical preservation issues, â€¦)"
